"","person","genero","politico","agno_nacimiento"
"4647","Andrés Palma","masculino",1,1955
"4648","Emilio Santelices","masculino",1,1955
"4649","Felipe Morandé","masculino",0,1955
"4650","Osvaldo Artaza Barrios","masculino",0,1955
"4651","Claudio Lomnitz","masculino",0,1957
"4652","Eduardo Bitran","masculino",0,1957
"4653","Benito Baranda","masculino",0,1959
"4654","Arturo Merino Núñez","masculino",0,1960
"4655","Pedro García Aspillaga","masculino",1,1960
"4656","Manuel Ossandón","masculino",1,1962
"4657","Tucapel Jiménez Fuentes","masculino",1,1962
"4658","André Sougarret","masculino",0,1964
"4659","Leopoldo Soto Norambuena","masculino",0,1964
"4660","Federico Sánchez","masculino",0,1965
"4661","Claudio Huepe Minoletti","masculino",1,1966
"4662","Marcelo Tokman","masculino",0,1967
"4663","Alberto Undurraga","masculino",1,1969
"4664","Eduardo Durán Salinas","masculino",1,1970
"4665","Fulvio Rossi","masculino",1,1970
"4666","Luis Felipe Céspedes","masculino",1,1970
"4667","Juan Carlos García Pérez de Arce","masculino",1,1971
"4668","Marcos Barraza","masculino",1,1973
"4669","Pablo Badenier","masculino",1,1973
"4670","Pablo Kast","masculino",1,1973
"4671","José Manuel Palacios","masculino",1,1974
"4672","Rodrigo Delgado","masculino",1,1974
"4673","Marcelo Mena","masculino",1,1975
"4674","Alberto Mayol","masculino",1,1976
"4675","Juan Ignacio Latorre","masculino",1,1978
"4676","Claudio Castro","masculino",1,1983
"4677","Nicolás Grau","masculino",1,1983
"4678","Pablo Vidal","masculino",1,1983
"4679","Juan de la Cruz Donoso","masculino",1,1805
"4680","Antonio García Reyes","masculino",1,1817
"4681","Francisco Javier Quevado y Vásquez","masculino",0,1857
"4682","Zenón Torrealba Ilabaca","masculino",1,1875
"4683","Sebastián Eyzaguirre","masculino",0,1901
"4684","Carlos Rojas Pavez","masculino",0,1906
"4685","Pepe Abad","masculino",0,1932
"4686","Cristián Huneeus","masculino",0,1935
"4687","Enrique Maluenda","masculino",0,1935
"4688","Patricio Bañados","masculino",0,1935
"4689","Hermógenes Pérez de Arce Ibieta","masculino",1,1936
"4690","Eduardo Ravani","masculino",0,1941
"4691","Waldo Mora","masculino",1,1942
"4692","José Carrasco Tapia","masculino",0,1943
"4693","Agustín Squella","masculino",0,1944
"4694","Bernardo de la Maza","masculino",1,1946
"4695","Fernando Villegas","masculino",0,1949
"4696","Iván Arenas","masculino",0,1951
"4697","Carlos Iturra","masculino",0,1956
"4698","Fernando Paulsen","masculino",0,1956
"4699","Carlos Pinto","masculino",0,1959
"4700","Leo Caprile","masculino",0,1959
"4701","Tomás Mosciatti","masculino",0,1960
"4702","Fernando Rivas Inostroza","masculino",0,1964
"4703","Daniel Stingo","masculino",1,1965
"4704","Nicolás Larraín","masculino",0,1965
"4705","Fernando Solís Lara","masculino",0,1966
"4706","Juan Carlos Valdivia","masculino",0,1966
"4707","Claudio Palma","masculino",0,1969
"4708","Cristián Contreras Radovic","masculino",0,1969
"4709","Felipe Vidal","masculino",0,1970
"4710","Gustavo Hasbún","masculino",1,1972
"4711","Sergio Lagos","masculino",0,1972
"4712","José Miguel Viñuela","masculino",0,1974
"4713","Mauricio Jürgensen","masculino",0,1974
"4714","Francisco Kaminski","masculino",0,1975
"4715","Francisco Sagredo","masculino",0,1975
"4716","Pancho Saavedra","masculino",0,1977
"4717","Daniel Matamala","masculino",0,1978
"4718","Eduardo de la Iglesia","masculino",0,1981
"4719","Cristián Labbé","masculino",1,1948
"4720","Cristián Larroulet","masculino",1,1953
"4721","Miguel Anabalón","masculino",0,1988
"4722","Pedro Cortés","masculino",0,1988
"4723","Rodrigo Díaz Saavedra","masculino",0,1988
"4724","Sebastián Barraza","masculino",0,1988
"4725","Sebastián Rivera","masculino",0,1988
"4726","Sergio de la Valle","masculino",0,1988
"4727","Wilson Piñones","masculino",0,1988
"4728","Álvaro Torres Lagos","masculino",0,1988
"4729","Claudio Salinas","masculino",0,1989
"4730","Cristián Morales","masculino",0,1989
"4731","Cristóbal López González","masculino",0,1989
"4732","Diego Ortiz López","masculino",0,1989
"4733","Edison Rozas","masculino",0,1989
"4734","Eladio Rivera","masculino",0,1989
"4735","Fabián Vera","masculino",0,1989
"4736","Felipe Elgueta","masculino",0,1989
"4737","Francisco Tapia","masculino",0,1989
"4738","Gerson Valle","masculino",0,1989
"4739","Ismael Mariqueo","masculino",0,1989
"4740","Joaquín Figueroa","masculino",0,1989
"4741","Jorge Galvez","masculino",0,1989
"4742","José Durán Santibáñez","masculino",0,1989
"4743","Juan Vivanco","masculino",0,1989
"4744","Mario Ahumada","masculino",0,1989
"4745","Mauro Silva Urrutia","masculino",0,1989
"4746","Raúl Gutiérrez Vilches","masculino",0,1989
"4747","Santiago Fuenzalida","masculino",0,1989
"4748","Sebastián Díaz Escobar","masculino",0,1989
"4749","Stefano Ragusa","masculino",0,1989
"4750","Ángelo González","masculino",0,1989
"4751","Christiane Endler","femenino",0,1991
"4752","Alexa Guarachi","femenino",0,1990
"4753","Yanara Aedo","femenino",0,1993
"4754","Daniela Seguel","femenino",0,1992
"4755","Francisca Lara","femenino",0,1990
"4756","Noelle Barahona","femenino",0,1990
"4757","Daniela Zamora","femenino",0,1990
"4758","María José Urrutia","femenino",0,1993
"4759","Camila Sáez","femenino",0,1994
"4760","Karen Araya","femenino",0,1990
"4761","Dominique Ohaco","femenino",0,1995
"4762","Javiera Toro","femenino",0,1998
"4763","Francisca Crovetto","femenino",0,1990
"4764","Yessenia López","femenino",0,1990
"4765","Su Helen Galaz","femenino",0,1991
"4766","Natalia Campos","femenino",0,1992
"4767","Fernanda Pinilla","femenino",0,1993
"4768","Isidora Jiménez","femenino",0,1993
"4769","Rosario Balmaceda","femenino",0,1999
"4770","Ryann Torrero","femenino",0,1990
"4771","Fernanda Brito","femenino",0,1992
"4772","Claudia Soto","femenino",0,1993
"4773","Daniela Guajardo","femenino",0,1990
"4774","Cecilia Costa","femenino",0,1992
"4775","María Fernanda Valdés","femenino",0,1992
"4776","Yessenia Huenteo","femenino",0,1992
"4777","Rocío Soto","femenino",0,1993
"4778","Aranza Villalón","femenino",0,1995
"4779","Melita Abraham","femenino",0,1997
"4780","Ámbar Soruco","femenino",0,1997
"4781","Camila Silva","femenino",0,1992
"4782","Geraldine Leyton","femenino",0,1992
"4783","Stephanie Vaquer","femenino",0,1993
"4784","Fernanda Araya","femenino",0,1994
"4785","Leticia Torres","femenino",0,1994
"4786","Ana Gutiérrez","femenino",0,1996
"4787","Yenny Acuña","femenino",0,1997
"4788","Fernanda Hidalgo","femenino",0,1998
"4789","María Cristina Julio","femenino",0,1999
"4790","Damaris Abarca","femenino",0,1990
"4791","Maryorie Hernández","femenino",0,1990
"4792","Bárbara Santibáñez","femenino",0,1993
"4793","Antonia Abraham","femenino",0,1997
"4794","Amanda Cerna","femenino",0,1998
"4795","Martina Weil","femenino",0,1999
"4796","Romina Parraguirre","femenino",0,1990
"4797","Begoña Gumucio","femenino",0,1992
"4798","Carla Muñoz","femenino",0,1992
"4799","Francisca Moroso","femenino",0,1993
"4800","Ivana Gallardo","femenino",0,1993
"4801","Bárbara Gatica","femenino",0,1996
"4802","Daniela Asenjo","femenino",0,1991
"4803","Nicole Monrroy","femenino",0,1991
"4804","Yipsy Ojeda","femenino",0,1991
"4805","Marisela Carrasco","femenino",0,1992
"4806","Dominique Hisis","femenino",0,1990
"4807","Javiera Errázuriz","femenino",0,1990
"4808","Pamela Coihuin","femenino",0,1990
"4809","Alexandra Hisis","femenino",0,1992
"4810","Kelley Kobler","femenino",0,1993
"4811","Yocelyn Cisternas","femenino",0,1993
"4812","Bárbara Cousiño","femenino",0,1996
"4813","Fernanda Contreras","femenino",0,1999
"4814","Valentina Vega","femenino",0,1999
"4815","Ángelo Henríquez","masculino",0,1994
"4816","Felipe Gutiérrez","masculino",0,1990
"4817","Miiko Albornoz","masculino",0,1990
"4818","Erick Pulgar","masculino",0,1994
"4819","Enzo Roco","masculino",0,1992
"4820","Nicolás Castillo","masculino",0,1993
"4821","Guillermo Malopán","masculino",0,1994
"4822","Ben Brereton","masculino",0,1999
"4823","Ángelo Sagal","masculino",0,1993
"4824","Martín Rodríguez","masculino",0,1994
"4825","Paulo Díaz","masculino",0,1994
"4826","Nicolás Jarry","masculino",0,1995
"4827","Cristian Garín","masculino",0,1996
"4828","Leonardo Valencia","masculino",0,1991
"4829","Bryan Rabello","masculino",0,1994
"4830","Gabriel Suazo","masculino",0,1997
"4831","Anaso Jobodwana","masculino",0,1992
"4832","Diego Rubio","masculino",0,1993
"4833","Igor Lichnovsky","masculino",0,1994
"4834","Cristián Cuevas Jara","masculino",0,1995
"4835","Óscar Opazo","masculino",0,1990
"4836","Bryan Carrasco","masculino",0,1991
"4837","César Pinares","masculino",0,1991
"4838","Pablo Galdames Millán","masculino",0,1996
"4839","Alejandro Tabilo","masculino",0,1997
"4840","Francisco Sierralta","masculino",0,1997
"4841","Stefano Magnasco","masculino",0,1992
"4842","Claudio Baeza","masculino",0,1993
"4843","Diego Valdés Contreras","masculino",0,1994
"4844","Erwin Feuchtmann","masculino",0,1990
"4845","Felipe Mora","masculino",0,1993
"4846","Brayan Courtois Cortés Buffon","masculino",0,1995
"4847","Tomás Barrios","masculino",0,1997
"4848","Esteban Pavez","masculino",0,1990
"4849","Gonzalo Espinoza","masculino",0,1990
"4850","Lorenzo Reyes","masculino",0,1991
"4851","Jean Meneses","masculino",0,1993
"4852","Valber Huerta","masculino",0,1993
"4853","Niklas Castro","masculino",0,1996
"4854","Jeisson Vargas","masculino",0,1997
"4855","Víctor Dávila","masculino",0,1997
"4856","José Gregorio Argomedo","masculino",1,1767
"4857","Agustín Vial Santelices","masculino",1,1772
"4858","José Tadeo Mancheño Laso","masculino",1,1784
"4859","Bernardino Bilbao Beyner","masculino",1,1788
"4860","José Domingo Bezanilla","masculino",1,1788
"4861","Francisco de Paula Donoso Vergara","masculino",1,1807
"4862","José Santos Lira Calvo","masculino",1,1809
"4863","José Eusebio Barros Baeza","masculino",1,1810
"4864","Rafael de la Barra López","masculino",1,1810
"4865","José Manuel Eguiguren Urrejola","masculino",1,1811
"4866","José Miguel Barriga Castro","masculino",1,1816
"4867","José Ravest y Bonilla","masculino",1,1823
"4868","Álvaro Covarrubias Ortúzar","masculino",0,1824
"4869","Ambrosio Montt Luco","masculino",1,1830
"4870","José Alfonso Cavada","masculino",0,1832
"4871","Marcial Martínez Cuadros","masculino",1,1832
"4872","José del Carmen Quesada del Río","masculino",0,1833
"4873","Jorge Huneeus Zegers","masculino",1,1835
"4874","Melquíades Valderrama Sáenz de la Peña","masculino",1,1838
"4875","José Antonio Gandarillas","masculino",1,1839
"4876","Anfión Muñoz","masculino",1,1850
"4877","Beltrán Mathieu Andrews","masculino",1,1852
"4878","Ismael Valdés Vergara","masculino",1,1853
"4879","Jorge Astaburuaga Vergara","masculino",1,1855
"4880","Luis Claro","masculino",1,1857
"4881","Domingo Amunátegui Solar","masculino",1,1860
"4882","Eduardo Opazo Letelier","masculino",1,1865
"4883","Jorge Huneeus Gana","masculino",0,1866
"4884","Jorge Prieto Echaurren","masculino",1,1873
"4885","Enrique Villegas Echiburú","masculino",1,1874
"4886","Luis Baraona Fornés","masculino",1,1885
"4887","Horacio Walker","masculino",1,1887
"4888","Luis Cabrera Ferrada","masculino",1,1888
"4889","Eugenio Matte","masculino",1,1895
"4890","Eduardo Alessandri Rodríguez","masculino",1,1903
"4891","Germán Picó Cañas","masculino",1,1905
"4892","Hugo Zepeda Barrios","masculino",1,1907
"4893","David Stitchkin","masculino",0,1912
"4894","Julio Philippi Izquierdo","masculino",0,1912
"4895","Enrique Ortúzar","masculino",1,1914
"4896","Jorge Prat","masculino",1,1918
"4897","Gustavo Lorca","masculino",1,1921
"4898","Víctor González Maertens","masculino",1,1921
"4899","Jorge Hübner","masculino",1,1923
"4900","Benjamín Prado Casas","masculino",1,1926
"4901","Alberto Jerez Horta","masculino",1,1927
"4902","Carlos Figueroa Serrano","masculino",1,1930
"4903","Erich Schnake","masculino",1,1930
"4904","Francisco Cumplido","masculino",1,1930
"4905","Miguel Otero Lathrop","masculino",1,1930
"4906","Marco Cariola","masculino",1,1932
"4907","Américo Acuña Rosas","masculino",1,1934
"4908","Jorge Santibáñez Ceardi","masculino",1,1934
"4909","Aníbal Palma","masculino",0,1935
"4910","Arnoldo Camu","masculino",1,1937
"4911","Sergio Romero","masculino",1,1938
"4912","John Biehl","masculino",0,1939
"4913","Francisco Orrego Vicuña","masculino",0,1942
"4914","Ángel Kreiman Brill","masculino",0,1945
"4915","Arturo Longton","masculino",1,1948
"4916","Mario Papi","masculino",1,1948
"4917","Edgardo Riveros","masculino",1,1949
"4918","Francisco Bartolucci","masculino",1,1949
"4919","Víctor Manuel Rebolledo","masculino",1,1949
"4920","Carlos Bombal","masculino",1,1950
"4921","Jorge Schaulsohn","masculino",1,1952
"4922","Gabriel Ascencio","masculino",1,1953
"4923","Francisco Javier Cuadra","masculino",1,1954
"4924","René Saffirio","masculino",1,1955
"4925","Jaime Orpis","masculino",1,1956
"4926","Zarko Luksic","masculino",1,1956
"4927","Sergio Muñoz (juez)","masculino",0,1957
"4928","Raúl Celis","masculino",1,1962
"4929","Bruno Baranda","masculino",1,1963
"4930","Carlos Maldonado Curti","masculino",1,1963
"4931","Gerardo Varela","masculino",1,1963
"4932","Sergio Micco","masculino",1,1963
"4933","Alejandro Ferreiro","masculino",1,1966
"4934","Alfonso de Urresti","masculino",1,1966
"4935","Clemente Pérez","masculino",1,1967
"4936","José Antonio Guzmán Cruzat","masculino",0,1967
"4937","Fernando Atria","masculino",1,1968
"4938","Mario Desbordes","masculino",1,1968
"4939","Giovanni Calderón","masculino",1,1971
"4940","Juan José Ossa","masculino",1,1979
"4941","Ricardo Montero Allende","masculino",1,1983
"4942","Diego Schalper","masculino",1,1985
"4943","Raúl Soto","masculino",1,1987
"4944","Juan Gómez Millas","masculino",1,1900
"4945","Alejandro Ríos Valdivia","masculino",1,1901
"4946","Ernesto Livacic Gazzano","masculino",0,1929
"4947","Jorge Martínez Busch","masculino",1,1936
"4948","Pablo Richard","masculino",0,1939
"4949","Alfredo Jocelyn-Holt Letelier","masculino",0,1955
"4950","Omar Jara Aravena","masculino",1,1962
"4951","Ernesto Velasco Rodríguez","masculino",1,1963
"4952","Victorino Antilef","masculino",1,1969
"4953","Marco Antonio Ávila","masculino",1,1977
"4954","Pedro Andrés del Alcázar","masculino",0,1752
"4955","Manuel Riquelme","masculino",0,1772
"4956","Carlos Spano","masculino",0,1773
"4957","Vicente Benavides","masculino",0,1777
"4958","Justo Arteaga","masculino",0,1805
"4959","José Antonio Villagrán Correas","masculino",1,1821
"4960","Eulogio Robles Pinochet","masculino",0,1831
"4961","José Domingo Amunátegui Borgoño","masculino",0,1832
"4962","Carlos Condell","masculino",0,1843
"4963","Luis Uribe Orrego","masculino",0,1847
"4964","Juan de Dios Aldea","masculino",0,1853
"4965","Juan Pablo Bennett","masculino",1,1871
"4966","Celestino Uriarte","masculino",1,1909
"4967","Luis Miqueles Caridi","masculino",0,1911
"4968","Raúl Montero Cornejo","masculino",1,1914
"4969","Sergio Poblete","masculino",0,1918
"4970","Javier Palacios","masculino",0,1925
"4971","Marcelo Moren Brito","masculino",0,1935
"4972","Hernán Merino","masculino",0,1936
"4973","Jorge Arancibia","masculino",1,1939
"4974","José Alejandro Bernales","masculino",0,1949
"4975","Edmundo González Robles","masculino",0,1956
"4976","Julio Leiva Molina","masculino",0,1960
"4977","Ricardo Martínez Menanteau","masculino",0,1960
"4978","Javier Iturriaga del Campo","masculino",0,1965
"4979","Daniel Riquelme","masculino",0,1857
"4980","Miguel Luis Amunátegui Reyes","masculino",1,1862
"4981","Cedomil Goic","masculino",0,1928
"4982","José Miguel Ibáñez Langlois","masculino",0,1936
"4983","Alfonso Gómez-Lobo","masculino",0,1940
"4984","Eduardo Cavieres","masculino",0,1945
"4985","Joaquín Fermandois Huerta","masculino",0,1948
"4986","Manuel Luis de Zañartu e Iriarte","masculino",1,1723
"4987","Carlos S. Lambert","masculino",0,1793
"4988","José Tomás Urmeneta","masculino",1,1808
"4989","Carlos Balmaceda Saavedra","masculino",1,1879
"4990","Gustavo Ross","masculino",0,1879
"4991","Adolfo Ibáñez Boggiano","masculino",0,1880
"4992","Eliodoro Matte Ossa","masculino",0,1905
"4993","Carlos Abumohor","masculino",0,1921
"4994","Carlos Massad","masculino",1,1932
"4995","Fernando Bustamante","masculino",0,1940
"4996","Ángel Fantuzzi","masculino",1,1940
"4997","Alfonso Dulanto Rencoret","masculino",0,1943
"4998","Eliodoro Matte Larraín","masculino",0,1945
"4999","Guillermo Pallomari González","masculino",0,1949
"5000","Jorge Bunster","masculino",0,1953
"5001","Bernardo Matte","masculino",0,1955
"5002","Rodrigo Jordan","masculino",0,1959
"5003","Andrés Gómez-Lobo","masculino",1,1965
"5004","Aníbal Mosa","masculino",0,1967
"5005","Sven von Storch","masculino",0,1970
"5006","Arturo Zúñiga","masculino",0,1982
"5007","Miguel Gallo Vergara","masculino",1,1793
"5008","José María Vélaz","masculino",0,1910
"5009","Wilfredo Alarcón","masculino",0,1932
"5010","Helmut Frenz","masculino",0,1933
"5011","Jorge Tapia","masculino",0,1935
"5012","Carlos Kaiser","masculino",0,1974
"5013","Juan Carlos Silva Aldunate","masculino",0,1976
"5014","Javier Naranjo Solano","masculino",1,1983
"5015","Victorino Garrido","masculino",1,1779
"5016","Ramón Errázuriz Aldunate","masculino",1,1785
"5017","Miguel de Zañartu Santa María","masculino",1,1786
"5018","Diego Vergara Albano","masculino",1,1803
"5019","Manuel Camilo Vial","masculino",1,1804
"5020","Buenaventura Cousiño Jorquera","masculino",1,1808
"5021","Ramón Luis Irarrázaval","masculino",1,1809
"5022","José Rafael Larraín Moxó","masculino",1,1813
"5023","Juan Esteban Rodríguez Segura","masculino",1,1818
"5024","Ricardo Ariztía Urmeneta","masculino",1,1820
"5025","Silvestre Ochagavía Errázuriz","masculino",0,1820
"5026","Jovino Novoa Vidal","masculino",1,1822
"5027","Aniceto Vergara Albano","masculino",1,1825
"5028","Erasmo Escala","masculino",1,1826
"5029","Manuel Recabarren Rencoret","masculino",1,1826
"5030","Nicanor Ugalde Godoy","masculino",1,1830
"5031","Pedro Nolasco Vergara Loys","masculino",1,1834
"5032","Diego Vergara Correa","masculino",1,1839
"5033","Manuel Zañartu Zañartu","masculino",1,1840
"5034","Vicente Francisco del Sol y Veyán","masculino",0,1841
"5035","Hermógenes Pérez de Arce Lopetegui","masculino",1,1845
"5036","Carlos Antúnez González","masculino",1,1847
"5037","Prudencio Lazcano","masculino",1,1850
"5038","Vicente Santa Cruz Vargas","masculino",1,1850
"5039","Eduardo Charme","masculino",1,1854
"5040","Antonio Espiñeira Riesco","masculino",1,1855
"5041","Jorge Boonen","masculino",1,1858
"5042","Eduardo Suárez Mujica","masculino",1,1859
"5043","Ricardo Matte Pérez","masculino",1,1860
"5044","Ricardo Trumbull","masculino",1,1860
"5045","Silvestre Ochagavía Echaurren","masculino",1,1862
"5046","Ricardo Lyon Pérez","masculino",1,1863
"5047","Luis Izquierdo Fredes","masculino",1,1864
"5048","Alberto Cabero","masculino",1,1874
"5049","Galvarino Gallardo","masculino",1,1877
"5050","Manuel Rivas Vicuña","masculino",1,1880
"5051","Óscar Schnake","masculino",1,1899
"5052","Juan Bautista Rossetti","masculino",1,1903
"5053","Raúl Morales Beltramí","masculino",1,1906
"5054","Carlos Vasallo Rojas","masculino",1,1908
"5055","Luis Bossay","masculino",1,1912
"5056","Raúl Armando Barrionuevo","masculino",1,1913
"5057","Juan Acevedo Pavez","masculino",1,1914
"5058","Aniceto Rodríguez Arenas","masculino",1,1917
"5059","Rafael Tarud Siwady","masculino",1,1918
"5060","Julio Alberto Mercado Illanes","masculino",1,1920
"5061","Hugo Miranda","masculino",1,1921
"5062","Tomás Pablo","masculino",1,1921
"5063","Alfonso Orueta","masculino",1,1929
"5064","Marino Penna","masculino",1,1929
"5065","Luis Guastavino","masculino",1,1931
"5066","Eduardo Cerda","masculino",1,1933
"5067","Héctor Castro Castro","masculino",1,1933
"5068","Tomás Irribarra de la Torre","masculino",1,1935
"5069","Rafael Moreno Rojas","masculino",1,1936
"5070","Roberto Muñoz Barra","masculino",1,1936
"5071","Eugenio Pizarro","masculino",1,1938
"5072","Claudio Huepe","masculino",1,1939
"5073","Iván de la Maza","masculino",1,1940
"5074","Joaquín Tuma","masculino",1,1941
"5075","Pedro Felipe Ramírez Ceballos","masculino",1,1941
"5076","Manuel Bustos","masculino",1,1943
"5077","Jaime Gazmuri","masculino",1,1944
"5078","Mario Ríos Santander","masculino",1,1945
"5079","Enrique Accorsi Opazo","masculino",1,1948
"5080","Carlos Valcarce","masculino",1,1950
"5081","René Manuel García","masculino",1,1950
"5082","Eduardo Artés","masculino",1,1951
"5083","Jaime Naranjo","masculino",1,1951
"5084","Roberto León","masculino",1,1951
"5085","Sergio Aguiló","masculino",1,1953
"5086","Álvaro Rojas","masculino",1,1953
"5087","Carlos Recondo","masculino",1,1954
"5088","Mario Bertolino","masculino",1,1954
"5089","Rafael Prohens","masculino",1,1955
"5090","Felipe Letelier","masculino",1,1956
"5091","Jorge Castro Muñoz","masculino",1,1956
"5092","Santiago González Larraín","masculino",1,1956
"5093","Leopoldo Pérez Lahsen","masculino",1,1957
"5094","Jorge Ulloa","masculino",1,1958
"5095","René Alinco","masculino",1,1958
"5096","Carlos Bianchi Chelech","masculino",1,1960
"5097","Héctor Faúndez","masculino",0,1960
"5098","José Durana","masculino",1,1960
"5099","Rodrigo Pérez Mackenna","masculino",1,1960
"5100","Antonio Walker","masculino",1,1961
"5101","Marcos Espinosa Monardes","masculino",1,1962
"5102","Daniel Farcas","masculino",1,1963
"5103","Pablo Galilea","masculino",1,1963
"5104","Felipe Guevara Stephens","masculino",1,1967
"5105","Héctor Llaitul","masculino",1,1967
"5106","Iván Fuentes","masculino",1,1967
"5107","Jaime Quintana","masculino",1,1967
"5108","Jorge Insunza Gregorio de Las Heras","masculino",1,1967
"5109","Ricardo Rincón","masculino",1,1967
"5110","Cristián Cuevas","masculino",1,1969
"5111","Frank Sauerbaum","masculino",1,1972
"5112","Pedro Browne","masculino",1,1972
"5113","Eduardo Díaz","masculino",1,1973
"5114","Matías Walker","masculino",1,1973
"5115","Felipe Alessandri Vergara","masculino",1,1975
"5116","Víctor Torres Jeldes","masculino",1,1975
"5117","Enrique van Rysselberghe Herrera","masculino",1,1976
"5118","Issa Kort","masculino",1,1980
"5119","Juan Manuel Masferrer Vidal","masculino",1,1980
"5120","Miguel Ángel Calisto Águila","masculino",1,1985
"5121","Camilo Ballesteros","masculino",1,1987
"5122","Pedro Muñoz Leiva","masculino",1,1987
"5123","Diego Ibáñez","masculino",1,1989
"5124","Diego Elizondo Prado","masculino",1,1779
"5125","Juan Godoy","masculino",0,1800
"5126","Francisco Javier Quintanilla","masculino",0,1833
"5127","Ramón Ángel Jara","masculino",0,1852
"5128","Eduardo Larraín Cordovez","masculino",0,1890
"5129","Carlos A. Cifuentes","masculino",0,1913
"5130","Fernando Ariztía Ruiz","masculino",0,1925
"5131","Alejandro Jiménez Lafeble","masculino",0,1936
"5132","Manuel Donoso Donoso","masculino",0,1936
"5133","Julio Larrondo Yáñez","masculino",0,1959
"5134","Galo Férnandez","masculino",0,1961
"5135","Gustavo Adolfo Rosales Escobar","masculino",0,1964
"5136","Felipe Gómez de Vidaurre","masculino",0,1748
"5137","Manuel Robles Gutiérrez","masculino",0,1780
"5138","Melchor José Ramos","masculino",1,1805
"5139","Eduardo Provoste","masculino",0,1847
"5140","Eloy Caviedes","masculino",0,1849
"5141","José Elías Balmaceda","masculino",1,1849
"5142","Guillermo Puelma Tupper","masculino",1,1851
"5143","Adolfo Quirós","masculino",1,1853
"5144","Santiago Escuti Orregio","masculino",0,1855
"5145","Baldomero Frías Collao","masculino",1,1859
"5146","Enrique Swinburn Kirk","masculino",0,1859
"5147","Simón González","masculino",0,1859
"5148","Eduardo Poirier","masculino",0,1860
"5149","Gustavo Milet","masculino",0,1860
"5150","Enrique Montt Montt","masculino",1,1861
"5151","Luis Arrieta Cañas","masculino",1,1861
"5152","Francisco Cavada","masculino",0,1864
"5153","Julio Vicuña Cifuentes","masculino",0,1865
"5154","Augusto Winter","masculino",0,1868
"5155","Angélico Aranda","masculino",0,1870
"5156","Carlos Silva Vildósola","masculino",0,1870
"5157","Joaquín Díaz Garcés","masculino",0,1877
"5158","Miguel Luis Rocuant","masculino",0,1877
"5159","Olegario Lazo Baeza","masculino",0,1878
"5160","Jerónimo Costa","masculino",0,1880
"5161","Andrés Steinfort Mulsow","masculino",0,1883
"5162","Jerónimo Lagos Lisboa","masculino",0,1883
"5163","Nathanael Yáñez Silva","masculino",0,1884
"5164","Abelardo Bustamante","masculino",0,1888
"5165","Félix Nieto del Río","masculino",0,1888
"5166","Otto Georgi","masculino",0,1890
"5167","Isaías Cabezón","masculino",0,1891
"5168","Domingo Melfi","masculino",0,1892
"5169","Jorge Hübner Bezanilla","masculino",0,1892
"5170","Samuel Negrete","masculino",0,1892
"5171","Germán Luco Cruchaga","masculino",0,1894
"5172","Emilio Kartulovic","masculino",0,1895
"5173","Carlos Cariola","masculino",0,1895
"5174","Lautaro García","masculino",0,1895
"5175","Luis Durand","masculino",0,1895
"5176","Alberto Romero","masculino",0,1896
"5177","Antonio Rendic","masculino",0,1896
"5178","Nicanor Molinare","masculino",0,1896
"5179","Arturo Torres Rioseco","masculino",0,1897
"5180","Guillermo Bianchi","masculino",0,1897
"5181","Moisés Mussa","masculino",0,1900
"5182","Pedro Lira Urquieta","masculino",0,1900
"5183","Yolando Pino","masculino",0,1901
"5184","Eugenio González Rojas","masculino",1,1903
"5185","Ricardo A. Latcham","masculino",1,1903
"5186","Antonio Quintana","masculino",0,1904
"5187","José Díez-Canseco Pereyra","masculino",0,1904
"5188","Carlos Hermosilla Álvarez","masculino",0,1905
"5189","Daniel Belmar","masculino",0,1906
"5190","Raúl Aldunate Phillips","masculino",0,1906
"5191","Oscar Camino","masculino",0,1907
"5192","Juan Uribe Echevarría","masculino",0,1908
"5193","Mariano Rawicz","masculino",0,1908
"5194","Roberto Flores Álvarez","masculino",1,1909
"5195","Mario Bahamonde Silva","masculino",0,1910
"5196","Pepe Aguirre","masculino",0,1911
"5197","Ramón Campbell","masculino",0,1911
"5198","Federico Lohse","masculino",0,1912
"5199","Óscar Waiss","masculino",1,1912
"5200","Hernán Núñez Oyarce","masculino",0,1914
"5201","Enrique Puelma","masculino",0,1914
"5202","Guillermo Atías","masculino",0,1917
"5203","José Goles","masculino",0,1917
"5204","Luis Vergara Ahumada","masculino",0,1917
"5205","Domingo Tessier","masculino",0,1918
"5206","Rubén Soto Gutiérrez","masculino",1,1920
"5207","Alfonso Alcalde","masculino",0,1921
"5208","Galvarino Ponce Morel","masculino",0,1921
"5209","Juan Matus Aracena","masculino",0,1921
"5210","Patricio Kaulen","masculino",0,1921
"5211","Juan Amenábar","masculino",0,1922
"5212","Ramón Vergara Grez","masculino",0,1923
"5213","Baldo Araya Uribe","masculino",0,1924
"5214","Calatambo Albarracín","masculino",0,1924
"5215","Patricio Bunster","masculino",0,1924
"5216","Carlos Riesco","masculino",0,1925
"5217","Hardy Wistuba","masculino",0,1925
"5218","Óscar Gacitúa Weston","masculino",0,1925
"5219","Augusto Barcia","masculino",0,1926
"5220","Carlos Martner","masculino",0,1926
"5221","Guillermo Blanco","masculino",0,1926
"5222","Hans Stein","masculino",0,1926
"5223","Tomás Lefever","masculino",0,1926
"5224","Fernando Cuadra","masculino",0,1927
"5225","Gastón Soublette","masculino",0,1927
