"","person","genero","politico","agno_nacimiento"
"8542","Domingo Díaz de Salcedo Muñoz","masculino",1,1745
"8543","José Vergara Silva","masculino",0,1746
"8544","Andrés Alcázar y Díez de Navarrete","masculino",1,1747
"8545","Gregorio Henríquez","masculino",0,1748
"8546","Feliciano Silva","masculino",0,1750
"8547","Juan José Urivi","masculino",0,1750
"8548","Martín Prats Urízar","masculino",1,1750
"8549","Vicente de la Cruz y Bahamonde","masculino",0,1753
"8550","Judas Tadeo de los Reyes","masculino",0,1756
"8551","Juan José Tortel Maschet","masculino",0,1763
"8552","Manuel Antonio Recabarren","masculino",1,1769
"8553","Juan Antonio de Galleguillos y Corbalán-Castilla","masculino",0,1770
"8554","Joaquín Echeverría Larraín","masculino",1,1774
"8555","Mateo de la Cruz y Burgos","masculino",0,1776
"8556","Juan de Dios Rivera y Freire de Andrade","masculino",1,1787
"8557","Nicolás Maruri","masculino",0,1788
"8558","Santiago Barrientos","masculino",0,1789
"8559","Fernando Márquez de la Plata Encalada","masculino",1,1792
"8560","José Manuel Borgoño","masculino",0,1792
"8561","José Antonio Lecaros Alcalde","masculino",1,1798
"8562","José Antonio Alemparte Vial","masculino",1,1799
"8563","Juan de Dios de Larraín y Aguirre","masculino",0,1799
"8564","Pedro Angulo Novoa","masculino",0,1799
"8565","Ramón Herrera","masculino",0,1799
"8566","Bernardo de las Cuevas y Ladrón de Guevara","masculino",0,1800
"8567","José María del Canto Marín de Poveda","masculino",0,1800
"8568","Pedro Godoy Palacios","masculino",1,1801
"8569","Juan Vidaurre-Leal Morla","masculino",0,1802
"8570","Juan Jarpa","masculino",0,1804
"8571","Pedro Uriarte","masculino",0,1805
"8572","Santiago Florín","masculino",0,1813
"8573","Rosauro Gatica","masculino",0,1815
"8574","Basilio Urrutia","masculino",0,1816
"8575","José Anacleto Goñi Prieto","masculino",0,1817
"8576","José Miguel Carrera Fontecilla","masculino",0,1821
"8577","Miguel José Cambiaso Tapia","masculino",0,1823
"8578","José Luis Claro y Cruz","masculino",0,1826
"8579","Pedro Pablo Muñoz","masculino",0,1826
"8580","Francisco Barceló","masculino",0,1827
"8581","Juan Martínez","masculino",0,1827
"8582","Marco Aurelio Arriagada","masculino",0,1830
"8583","José Silvestre Urizar","masculino",0,1834
"8584","José María del Canto Arteaga","masculino",0,1840
"8585","Francisco Muñoz-Bezanilla","masculino",0,1841
"8586","Estanislao León Bazán","masculino",0,1842
"8587","Baldomero Dublé Almeyda","masculino",0,1843
"8588","Alberto Nebel Ovalle","masculino",0,1845
"8589","Juan Félix Urcullú López","masculino",0,1845
"8590","Constantino Bannen Pradel","masculino",0,1847
"8591","Ricardo Santa Cruz Vargas","masculino",0,1847
"8592","Juan Amador Barrientos","masculino",0,1849
"8593","Arturo Wilson Navarrete","masculino",0,1851
"8594","Ernesto Riquelme","masculino",0,1852
"8595","Patricio Larraín Alcalde","masculino",1,1852
"8596","Lindor Pérez Gacitúa","masculino",0,1854
"8597","Arístides Pinto","masculino",0,1859
"8598","Wenceslao Vargas","masculino",0,1861
"8599","Manuel Alvarado Escorza","masculino",0,1863
"8600","Gaspar Cabrales","masculino",0,1864
"8601","Melitón Gajardo Sandoval","masculino",0,1864
"8602","Mariano Navarrete Ciris","masculino",0,1866
"8603","Eliecer Parada Pacheco","masculino",1,1867
"8604","Luis Segundo Oyarzún","masculino",0,1869
"8605","Luis Alberto Contreras y Sotomayor","masculino",0,1870
"8606","Germán Contreras y Sotomayor","masculino",1,1875
"8607","Indalicio Téllez Cárcamo","masculino",0,1876
"8608","Alfonso Bórquez Pérez","masculino",1,1878
"8609","Agustín Moreno Ladrón de Guevara","masculino",0,1879
"8610","Felipe Wiegand Rodríguez","masculino",0,1880
"8611","Ismael Carrasco Rábago","masculino",1,1882
"8612","Edgardo von Schroeders","masculino",0,1883
"8613","Carlos Fuentes Rabe","masculino",0,1887
"8614","Francisco Mery","masculino",0,1891
"8615","Alfredo Portales Mourgues","masculino",0,1892
"8616","Ariosto Herrera","masculino",1,1892
"8617","Froilán Arriagada Herrera","masculino",0,1892
"8618","Tobías Barros","masculino",0,1894
"8619","Aquiles Vergara","masculino",1,1895
"8620","Ramón Cañas Montalva","masculino",0,1896
"8621","Oscar Herreros Walker","masculino",0,1897
"8622","Ramón Álvarez Goldsack","masculino",0,1901
"8623","Eduardo Yáñez Zavala","masculino",0,1903
"8624","Bernardino Parada Moreno","masculino",0,1908
"8625","Diego Barros Ortiz","masculino",0,1908
"8626","Clemente Fuentealba Caamaño","masculino",1,1909
"8627","Tulio Marambio","masculino",0,1911
"8628","Julio de la Fuente del Villar","masculino",1,1913
"8629","Roberto Parragué Singer","masculino",0,1913
"8630","Vicente Huerta Celis","masculino",1,1913
"8631","Carlos Guerraty","masculino",0,1915
"8632","Roberto Kelly Vásquez","masculino",0,1920
"8633","Eugenio Ortúzar Latapiat","masculino",1,1924
"8634","Luis Navarrete Carvacho","masculino",1,1925
"8635","Carol Urzúa","masculino",0,1926
"8636","Víctor Henríquez Garat","masculino",1,1926
"8637","Pedro Ewing Hodar","masculino",0,1927
"8638","Pedro Larrondo Jara","masculino",1,1927
"8639","Ronald Mc-Intyre Mendoza","masculino",1,1927
"8640","Leopoldo Odger Flores","masculino",0,1928
"8641","Luis Álvarez Valenzuela","masculino",1,1932
"8642","Hernán Cubillos","masculino",0,1936
"8643","Alejandro Paulino Campos Rebhein","masculino",0,1938
"8644","Nelson Mery","masculino",0,1941
"8645","Miguel Reyes Núñez","masculino",0,1944
"8646","Miguel Ángel Vergara Villalobos","masculino",0,1944
"8647","Héctor Manuel Lira Aravena","masculino",0,1946
"8648","Armando Fernández Larios","masculino",0,1950
"8649","Cristián Le Dantec","masculino",0,1953
"8650","Luis San Martin","masculino",0,1953
"8651","Andrés Avendaño","masculino",0,1954
"8652","Ricardo Toro Tassara","masculino",0,1955
"8653","Bosco Pesse","masculino",0,1956
"8654","Juan Gutiérrez Fischmann","masculino",0,1957
"8655","Vasili Carrillo","masculino",0,1957
"8656","Carlos Carrasco Hellwig","masculino",0,1958
"8657","Waldo Martínez Cáceres","masculino",0,1958
"8658","Miguel Becker","masculino",1,1960
"8659","David Hardy Videla","masculino",0,1961
"8660","Hermes Soto Isla","masculino",0,1962
"8661","Raúl Bustos Zavala","masculino",0,1963
"8662","Raúl Escobar Poblete","masculino",0,1963
"8663","Juan Andrés De La Maza Larraín","masculino",0,1964
"8664","Pablo Muñoz Hoffman","masculino",0,1970
"8665","Daniel Palma","masculino",0,1989
"8666","Juan de Dios Dinator","masculino",0,NA
"8667","Juan de Dios Montero","masculino",0,NA
"8668","Carlos María Sayago","masculino",1,1840
"8669","Virgilio Figueroa","masculino",0,1870
"8670","Julio Montebruno Lopez","masculino",0,1871
"8671","Tomás Thayer Ojeda","masculino",0,1877
"8672","Darío Salas Díaz","masculino",0,1881
"8673","Juan Luis Espejo","masculino",0,1887
"8674","Walterio Millar","masculino",0,1899
"8675","Francisco Frías Valenzuela","masculino",0,1900
"8676","Francisco Ríos Cortés","masculino",0,1913
"8677","José Echeverría","masculino",0,1913
"8678","Alfredo Lefebvre","masculino",0,1917
"8679","Luis Valencia Avaria","masculino",0,1917
"8680","Alamiro de Ávila","masculino",0,1918
"8681","Oriel Álvarez Gómez","masculino",1,1923
"8682","Juan Rivano","masculino",0,1926
"8683","Jorge Rivera Cruchaga","masculino",0,1927
"8684","Kabur Flores","masculino",0,1931
"8685","Julio Retamal Favereau","masculino",0,1935
"8686","Alfredo Matus Olivier","masculino",0,1939
"8687","Ricardo Couyoumdjian","masculino",0,1939
"8688","Jorge Hidalgo","masculino",0,1942
"8689","Carlos Celis Atria","masculino",0,1944
"8690","René Millar Carvacho","masculino",0,1945
"8691","Erwin Robertson","masculino",1,1947
"8692","Christian Casanova del Solar","masculino",0,1953
"8693","Sergio Grez","masculino",0,1953
"8694","Oriel Álvarez Hidalgo","masculino",0,1957
"8695","Keyuk Yantén","masculino",0,1990
"8696","Ramón Vergara Rojas","masculino",0,1778
"8697","José Ramón de Ossa y Mercado","masculino",1,1787
"8698","Domingo Espiñeira Riesco","masculino",1,1812
"8699","Federico Schwager","masculino",0,1823
"8700","Gumercindo Moya Boza","masculino",1,1827
"8701","José Díaz Gana","masculino",1,1827
"8702","José Santos Ossa","masculino",0,1827
"8703","Domingo Fernández Concha","masculino",1,1838
"8704","José Bunster","masculino",1,1838
"8705","Enrique Villegas Encalada","masculino",1,1839
"8706","Juan Schleyer","masculino",0,1840
"8707","Pedro Cartes Prádenas","masculino",1,1840
"8708","Tomás Eastman","masculino",1,1841
"8709","Ricardo Cumming","masculino",0,1849
"8710","Luis Felipe Puelma","masculino",1,1850
"8711","Joaquín Fernández Blanco","masculino",0,1858
"8712","Carlos Werner","masculino",0,1859
"8713","Guillermo Stange Wetzel","masculino",1,1863
"8714","Jorge Aubel","masculino",1,1868
"8715","Julio Buschmann von Dessauer","masculino",1,1870
"8716","Luis Correa Ramírez","masculino",1,1871
"8717","Juan Nicolás Rubio","masculino",1,1874
"8718","Francisco Huneeus Gana","masculino",1,1876
"8719","Manuel Rubio Ausset","masculino",1,1879
"8720","Carlos Galss Ávalos","masculino",1,1880
"8721","José Vicente Lobo Toledo","masculino",1,1882
"8722","Francisco Olmos Hurtado","masculino",1,1887
"8723","Bernardo Minte Sunkel","masculino",0,1889
"8724","Armando Martín Villalobos","masculino",1,1891
"8725","Carlos Vial Infante","masculino",1,1892
"8726","Juan Oelckers Schwarzenberg","masculino",1,1892
"8727","Salomón Sack","masculino",0,1892
"8728","Isidoro Dubournais","masculino",0,1893
"8729","Jorge Lavandero Eyzaguirre","masculino",1,1899
"8730","Claudio Melandri","masculino",0,1901
"8731","Jaime Bertin","masculino",1,1901
"8732","Benjamín Matte","masculino",1,1902
"8733","Gustavo Vargas Molinare","masculino",1,1903
"8734","Alejandro Noemi Huerta","masculino",1,1913
"8735","Sergio Silva Bascuñán","masculino",0,1913
"8736","Carlos Cardoen Decoene","masculino",1,1914
"8737","Rafael Señoret Lapsley","masculino",1,1914
"8738","Ignacio Cousiño Aragón","masculino",0,1915
"8739","Pablo Pérez Zañartu","masculino",0,1915
"8740","Domingo Santa María Santa Cruz","masculino",1,1920
"8741","Armando Barrientos Miranda","masculino",1,1921
"8742","Manuel Ibáñez Ojeda","masculino",0,1921
"8743","Eugenio Heiremans","masculino",0,1923
"8744","Jorge Fontaine","masculino",0,1923
"8745","Arsenio Alcalde","masculino",0,1924
"8746","Hugo León","masculino",0,1924
"8747","Eugenio Celedón","masculino",1,1926
"8748","Nibaldo Mosciatti Moena","masculino",0,1926
"8749","Andrés Donoso","masculino",1,1927
"8750","Jorge Cheyre","masculino",0,1927
"8751","Germán Molina Morel","masculino",0,1928
"8752","Santiago Domingo Aguilar Duhau","masculino",1,1931
"8753","Hipólito Lagos","masculino",0,1932
"8754","José Luis Federici","masculino",0,1934
"8755","Guillermo Muñoz Zúñiga","masculino",1,1937
"8756","Smiljan Radic","masculino",0,1937
"8757","Horacio Pavez","masculino",0,1938
"8758","Jorge Prado","masculino",0,1938
"8759","Ítalo Zunino","masculino",1,1940
"8760","Alejandro Noemi Callejas","masculino",1,1941
"8761","Peter Hill","masculino",0,1941
"8762","Carlos Eugenio Lavín","masculino",0,1942
"8763","Vicente Caruz","masculino",1,1942
"8764","Simón Yévenes","masculino",1,1943
"8765","Andrés Concha","masculino",0,1944
"8766","Segismundo Schulin-Zeuthen","masculino",0,1944
"8767","Jorge Awad","masculino",1,1945
"8768","René Lehuedé","masculino",0,1946
"8769","Lowry Bullemore","masculino",0,1948
"8770","Gonzalo Menéndez","masculino",0,1949
"8771","Mario Valcarce","masculino",0,1949
"8772","Adolfo Arata","masculino",0,1950
"8773","Fernando Cañas","masculino",0,1950
"8774","Hernán Levy","masculino",0,1950
"8775","Baltazar Sánchez","masculino",0,1952
"8776","Edgardo Bathich","masculino",0,1953
"8777","Rafael Guilisasti","masculino",0,1953
"8778","Víctor Toledo Sandoval","masculino",0,1954
"8779","Gastón Escala","masculino",0,1955
"8780","Hernán Hochschild","masculino",0,1955
"8781","Joaquín Brahm","masculino",1,1955
"8782","Jorge Contador Araya","masculino",1,1955
"8783","Claudio Cárcamo","masculino",1,1956
"8784","Fernando Massú","masculino",0,1957
"8785","Francisco de la Maza Chadwick","masculino",1,1957
"8786","José Guilisasti","masculino",0,1957
"8787","Thomas Keller","masculino",0,1957
"8788","Agustín Iriarte Walton","masculino",0,1958
"8789","Francisco Sánchez Barrera","masculino",1,1958
"8790","Rodrigo Manubens","masculino",0,1958
"8791","Eduardo Chadwick Claro","masculino",0,1959
"8792","Cosme Mellado Pino","masculino",1,1960
"8793","Enrique Ostalé","masculino",0,1960
"8794","Luis Ernesto Videla","masculino",0,1961
"8795","Eduardo Alcayaga","masculino",0,1962
"8796","Cristián Pareto","masculino",1,1963
"8797","Roberto Dueñas (mánager)","masculino",0,1963
"8798","Alexis Sepúlveda","masculino",1,1969
"8799","Rafael Garay","masculino",0,1975
"8800","Rubén Oyarzo","masculino",1,1980
"8801","Cristóbal Martínez","masculino",1,1984
"8802","François Pouzet","masculino",0,1987
"8803","Gabriel Pradenas","masculino",1,1987
"8804","Guillermo Mackenna Serrano","masculino",1,1836
"8805","Jorge Riesco Errázuriz","masculino",1,1852
"8806","Carlos Roberto Martínez","masculino",1,1889
"8807","Cristo de Elqui","masculino",0,1898
"8808","José García González","masculino",1,1907
"8809","José Luis Infante","masculino",0,1907
"8810","Pascual Barraza","masculino",0,1910
"8811","Alfredo Escobar Zamora","masculino",1,1911
"8812","Bernardo Araya Zuleta","masculino",1,1911
"8813","Osvaldo Vega Vera","masculino",1,1928
"8814","Mario Astorga","masculino",0,1931
"8815","Luis Uberlindo Espinoza Villalobos","masculino",1,1940
"8816","Cayetano Brulé","masculino",0,1950
"8817","Abel Contreras Bustos","masculino",1,1960
"8818","Óscar Crisóstomo","masculino",1,1976
"8819","Boris Chamorro","masculino",1,1983
"8820","Gaspar Arredondo","masculino",1,1744
"8821","Pedro Manuel Chaparro","masculino",1,1746
"8822","Francisco Baeza","masculino",1,1749
"8823","Manuel de la Peña","masculino",1,1750
"8824","Mateo Vergara Silva","masculino",1,1752
"8825","Joaquín Larraín","masculino",1,1754
"8826","Martín Larraín Salas","masculino",1,1756
"8827","José de Fuenzalida y Villeta","masculino",1,1757
"8828","Ignacio José de Aránguiz","masculino",1,1760
"8829","Juan José Echeverría","masculino",1,1760
"8830","José Santiago Portales","masculino",1,1764
"8831","Francisco González y Gaete","masculino",1,1765
"8832","José María Ugarte Castelblanco","masculino",1,1770
"8833","Eusebio del Pozo Díaz","masculino",1,1772
"8834","José Gregorio Aracena","masculino",1,1772
"8835","Pedro Juan Osorio","masculino",1,1772
"8836","Francisco Javier Errázuriz Aldunate","masculino",1,1773
"8837","Juan Cerdán Campaña","masculino",1,1773
"8838","Marcos Gallo","masculino",1,1774
"8839","Francisco Achurra Uscola","masculino",1,1775
"8840","Gabriel José Tocornal Jiménez","masculino",1,1775
"8841","Pedro Nolasco Luco Caldera","masculino",1,1775
"8842","Santiago Fernández Barriga","masculino",1,1775
"8843","José Francisco Vergara Rojas","masculino",1,1777
"8844","José Antonio Bustamante Donoso","masculino",1,1778
"8845","Juan Albano Pereira de la Cruz","masculino",1,1780
"8846","Manuel Frutos Rodríguez Poitier","masculino",1,1780
"8847","Casimiro Albano Pereira de la Cruz","masculino",1,1783
"8848","Francisco Sainz y Fernández de la Peña","masculino",1,1783
"8849","Gregorio Cordovez","masculino",1,1783
"8850","José Santiago Martínez Luco","masculino",1,1784
"8851","José Toribio de Larraín","masculino",1,1784
"8852","Manuel José Astorga Camus","masculino",1,1784
"8853","Juan Ángel Agüero de la Guarda","masculino",1,1786
"8854","Eleuterio Andrade Cárcamo","masculino",1,1788
"8855","Pedro García de la Huerta Saravia","masculino",1,1788
"8856","José Miguel del Solar Marín","masculino",1,1789
"8857","Ramón Subercaseaux Mercado","masculino",1,1790
"8858","Domingo Urrutia Vivanco","masculino",1,1791
"8859","Juan Esteban Manzano de la Sotta","masculino",1,1791
"8860","Pedro Ovalle y Landa","masculino",1,1791
"8861","Francisco Javier Manzano de la Sotta","masculino",1,1792
"8862","José Francisco de la Cerda Santiago y Concha","masculino",1,1792
"8863","Juan de Dios Aguirre","masculino",1,1793
"8864","Juan de la Cruz Gandarillas Guzmán","masculino",1,1793
"8865","Manuel Íñiguez","masculino",1,1795
"8866","José María Fernández Moraga","masculino",1,1796
"8867","Manuel Echeverría Larraín","masculino",1,1797
"8868","Ignacio Morán Fuenzalida","masculino",1,1799
"8869","Vicente Isidoro Álvarez","masculino",1,1799
"8870","Isidoro de Errázuriz","masculino",1,1800
"8871","Isidoro de la Peña","masculino",1,1800
"8872","José Vicente Bustillos","masculino",1,1800
"8873","Lucas Grez Riveros","masculino",1,1800
"8874","Manuel Bascuñán Salas","masculino",1,1800
"8875","Miguel Dávila Silva","masculino",1,1800
"8876","Fabián Allende Barrera","masculino",1,1801
"8877","Manuel González Palma","masculino",1,1801
"8878","Francisco Javier Errázuriz Sotomayor","masculino",1,1802
"8879","Fernando Errázuriz Sotomayor","masculino",1,1804
"8880","José Tomás Argomedo González","masculino",1,1804
"8881","Francisco de Borja Solar","masculino",1,1807
"8882","Manuel Portales Palazuelos","masculino",1,1808
"8883","José Manuel Guzmán Echeverría","masculino",1,1809
"8884","Ramón García Huidobro","masculino",1,1811
"8885","Francisco Massenlli Guarda","masculino",1,1812
"8886","Luis García Huidobro Aldunate","masculino",1,1812
"8887","Juan José Pérez Vergara","masculino",1,1815
"8888","Ramón Vial Formas","masculino",1,1815
"8889","Evaristo Gandarillas Gandarillas","masculino",1,1816
"8890","Francisco Javier Ovalle","masculino",1,1816
"8891","Manuel González Ortúzar","masculino",1,1819
"8892","José Waddington","masculino",1,1821
"8893","Alejandro Vial","masculino",1,1823
"8894","Carlos Correa y Toro","masculino",1,1824
